name,processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,price(in Rp.),brand,ram_size,ram_type,processor_brand,storage_size,storage_type,cluster,cluster_label
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,4733.0,463.0,9443610.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,10406.0,1040.0,6421050.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Athlon Dual Core,AMD Athlon Dual Core Processor,4 GB DDR4,DOS,256 GB SSD,14.0,3.8,18.0,3.0,3587400.9,Lenovo,4,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
APPLE 2020 Macbook Air M1,Apple M1 Processor,8 GB DDR4,Mac OS Operating System,256 GB SSD,13.3,4.7,8865.0,795.0,16433280.9,Apple,8,DDR4,Apple,256 GB,SSD,0,General Purpose
ASUS VivoBook 14 (2021) Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB DDR4,Windows 11,256 GB SSD,14.0,4.1,790.0,95.0,4531950.9,Asus,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,112.0,8.0,6422751.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
RedmiBook Pro Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,3955.0,462.0,7365600.899999999,Redmibook,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Aspire 3 Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,4.2,381.0,76.0,5098680.9,Acer,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 14 (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,5.0,4.0,0.0,12655080.9,Asus,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook 15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,257.0,26.0,7176690.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,137.0,18.0,10765980.9,Asus,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.1,143.0,11.0,7554510.899999999,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
realme Book (Slim) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.0,4.4,12584.0,1870.0,8876880.9,Realme,8,DDR4,Intel,256 GB,SSD,0,General Purpose
HP 14s Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,256 GB SSD,14.0,4.2,1779.0,160.0,7176690.899999999,Hp,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
HP Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,328.0,34.0,9279825.93,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI Bravo 15 Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,2239.0,299.0,9065790.9,Msi,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS Zenbook Flip 14 OLED (2022) Touch Panel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB LPDDR5,Windows 11,512 GB SSD,14.0,4.4,9.0,0.0,16340715.0,Asus,16,LPDDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
APPLE 2020 Macbook Air M1,Apple M1 Processor,8 GB DDR4,Mac OS Operating System,256 GB SSD,13.3,4.7,8865.0,795.0,16433280.9,Apple,8,DDR4,Apple,256 GB,SSD,0,General Purpose
HP 15s Intel Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,93.0,17.0,8499060.9,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,68.0,7.0,10010340.9,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Ryzen 3 Quad Core 5300U,AMD Ryzen 3 Quad Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,1911.0,208.0,7365600.899999999,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,256 GB SSD,14.0,4.2,870.0,66.0,6402159.899999999,Lenovo,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,19.0,0.0,6421050.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Athlon Dual Core 3050U,AMD Athlon Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,14.0,4.0,754.0,79.0,5098680.9,Hp,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,1979.0,202.0,8672669.19,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,1233.0,149.0,9443610.9,Asus,8,DDR4,AMD,1 TB,HDD,0,General Purpose
HP 15s Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,388.0,40.0,7735864.5,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,Windows 11,512 GB SSD,15.6,4.4,127.0,16.0,18889110.9,Asus,16,DDR5,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,870.0,105.0,11332710.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP 15s Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,2011.0,167.0,10960180.38,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,Qualcomm Snapdragon 7c Gen 2 Processor,4 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.2,109.0,18.0,6232140.899999999,Samsung,4,LPDDR4X,Qualcomm,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Ryzen 5 Hexa Core 5625U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,128.0,21.0,10199250.9,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
acer Swift 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.5,325.0,52.0,12277260.9,Acer,8,LPDDR4X,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
realme Book (Slim) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.0,4.4,12584.0,1870.0,8876880.9,Realme,8,DDR4,Intel,256 GB,SSD,0,General Purpose
ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,1 TB SSD,17.3,4.3,59.0,11.0,20778210.9,Asus,16,DDR5,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
HP Pavilion Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,301.0,22.0,12867415.74,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook 14 Pentium Silver,Intel Pentium Silver Processor,4 GB DDR4,Windows 11,256 GB SSD,14.0,4.1,233.0,32.0,4909770.9,Asus,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
acer Extensa Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,741.0,84.0,6421050.899999999,Acer,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,431.0,39.0,7365600.899999999,Asus,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
DELL Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,28.0,0.0,12843990.9,Dell,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.3,389.0,44.0,7743420.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
realme Book (Slim) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.0,4.4,12584.0,1870.0,8876880.9,Realme,8,DDR4,Intel,256 GB,SSD,0,General Purpose
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 15 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,206.0,20.0,9443610.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen,Intel Core i9 Processor (12th Gen),32 GB LPDDR5,Windows 11,1 TB SSD,14.0,4.7,6.0,2.0,30223710.9,Asus,32,LPDDR5,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,413.0,63.0,14166360.9,Msi,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,1087.0,131.0,11710530.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 14 (2022) Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,5.0,7.0,2.0,8876880.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,3.8,25.0,2.0,10954890.9,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
acer Aspire 7 Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,5533.0,674.0,9821430.9,Acer,8,DDR4,AMD,512 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
APPLE 2020 Macbook Air M1,Apple M1 Processor,8 GB DDR4,Mac OS Operating System,256 GB SSD,13.3,4.7,8865.0,795.0,16433280.9,Apple,8,DDR4,Apple,256 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.3,652.0,85.0,12277260.9,Asus,16,DDR4,Intel,1 TB,HDD,3,Mid-Range (Work/Productivity)
HP Pavilion Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,327.0,51.0,12277260.9,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,107.0,11.0,6798870.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,3.9,37.0,1.0,7233363.899999999,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,2 TB SSD,15.6,3.7,1671.0,226.0,3398490.9,Asus,4,LPDDR4,Intel,2 TB,SSD,1,Budget (School/Basic Use)
ASUS Chromebook Flip Touch Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,2 TB SSD,11.6,4.0,1853.0,287.0,3020670.9,Asus,4,LPDDR4,Intel,2 TB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,3.6,5.0,0.0,8121240.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 16X Ryzen 5 Hexa Core R5,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,16.0,4.9,7.0,0.0,10388160.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Infinix X1 Slim Series Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X,Windows 11,256 GB SSD,14.0,4.3,4379.0,580.0,5854320.899999999,Infinix,8,LPDDR4X,Intel,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,14.0,4.0,57.0,10.0,9632520.9,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.8,19.0,1.0,15110910.9,Asus,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
acer Aspire 3 Dual Core 3020e,AMD Dual Core Processor,4 GB DDR4,Windows 11,256 GB SSD,14.0,4.1,694.0,67.0,4326039.0,Acer,4,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,778.0,78.0,6375901.41,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,23.0,5.0,9632520.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
ASUS VivoBook 15 (2021) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,564.0,55.0,8687970.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.3,142.0,11.0,11806686.09,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Dash F15 (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR5,Windows 11,512 GB SSD,15.6,4.5,97.0,10.0,14545881.09,Asus,8,DDR5,Intel,512 GB,SSD,0,General Purpose
ASUS Vivobook 15 Touch Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,146.0,14.0,9821430.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
HP Athlon Dual Core 3050U,AMD Athlon Dual Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,947.0,100.0,6232140.899999999,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,624.0,90.0,8687970.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP OMEN Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 11,1 TB SSD,16.1,5.0,3.0,1.0,16718346.09,Hp,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,715.0,112.0,12466170.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI Sword 15 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.7,62.0,17.0,16244370.9,Msi,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
APPLE 2022 MacBook AIR M2,Apple M2 Processor,8 GB,Mac OS Operating System,512 GB SSD,13.6,4.3,32.0,1.0,26445510.9,Apple,8,,Apple,512 GB,SSD,0,General Purpose
APPLE 2022 MacBook AIR M2,Apple M2 Processor,8 GB,Mac OS Operating System,256 GB SSD,13.6,4.8,45.0,5.0,21439395.9,Apple,8,,Apple,256 GB,SSD,0,General Purpose
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
APPLE 2022 MacBook AIR M2,Apple M2 Processor,8 GB,Mac OS Operating System,256 GB SSD,13.6,4.7,50.0,3.0,21533850.9,Apple,8,,Apple,256 GB,SSD,0,General Purpose
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,4.5,1266.0,172.0,14166360.9,Asus,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,174.0,22.0,17000010.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP 14s Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.2,3572.0,327.0,7932330.899999999,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook Flip 14 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.6,25.0,1.0,12088350.9,Asus,8,LPDDR4X,Intel,512 GB,SSD,0,General Purpose
HP Envy x360 Creator Intel Evo Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,13.4,4.7,6.0,1.0,16433280.9,Hp,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Pavilion Ryzen 5 Hexa Core 5625U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,14.0,5.0,3.0,1.0,11710530.9,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,17.3,4.7,13.0,1.0,16811100.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,1087.0,131.0,11710530.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,374.0,46.0,14544180.9,Lenovo,8,DDR4,AMD,512 GB,SSD,0,General Purpose
APPLE MacBook Air M1,Apple M1 Processor,16 GB DDR4,Mac OS Operating System,256 GB SSD,13.3,4.7,719.0,83.0,19833660.9,Apple,16,DDR4,Apple,256 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,41.0,3.0,14922000.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,187.0,16.0,12088350.9,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Dash F15 (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR5,Windows 11,512 GB SSD,15.6,4.5,97.0,10.0,14545881.09,Asus,8,DDR5,Intel,512 GB,SSD,0,General Purpose
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
